municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 02:10:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 02:20:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 02:30:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 02:40:00.0;0,80
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 02:50:00.0;0,60
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 03:00:00.0;0,80
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 03:10:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 03:20:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 03:30:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 03:40:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 03:50:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 04:00:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 04:20:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 04:30:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 04:50:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 05:00:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 05:20:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 05:30:00.0;0,60
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 05:40:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 06:00:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 06:10:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 06:20:00.0;0,60
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 06:30:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 06:40:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 06:50:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 07:00:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 07:20:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 08:40:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 11:30:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 14:10:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 14:20:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 16:30:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 16:40:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 16:50:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 17:00:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 17:10:00.0;0,60
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 17:20:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 17:30:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 18:40:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 18:50:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 19:00:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 19:30:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 20:00:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 20:10:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 20:30:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 20:40:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 20:50:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 21:00:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 21:20:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 21:30:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 22:00:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 22:20:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 22:50:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 23:00:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 23:20:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 23:30:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-14 23:50:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 00:00:00.0;0,80
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 00:10:00.0;0,60
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 00:20:00.0;0,80
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 00:30:00.0;1,00
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 00:40:00.0;1,00
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 00:50:00.0;1,00
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 01:00:00.0;0,80
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 01:10:00.0;0,60
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 01:20:00.0;0,60
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 01:30:00.0;0,80
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 01:40:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 01:50:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 02:00:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 02:20:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 02:30:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 02:50:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 04:10:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 05:00:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 05:20:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 06:00:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 06:20:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 06:30:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 06:40:00.0;0,80
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 06:50:00.0;1,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 07:00:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 07:10:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 07:20:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 07:30:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 07:40:00.0;0,60
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 07:50:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 08:00:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 08:10:00.0;1,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 08:20:00.0;0,80
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 08:30:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 08:40:00.0;0,80
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 08:50:00.0;0,20
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 09:00:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 09:10:00.0;1,00
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 09:20:00.0;0,40
CRICIÚMA;420460803A;SC;Vila Francesa;-28,67498;-49,41612;2023-06-15 09:30:00.0;0,40
